medicineOfficialName,urlKusurinoShiori
カルボシステイン錠250mg「ツルハラ」,https://www.rad-ar.or.jp/siori/search/result?n=46888
カルボシステイン錠250mg「ツルハラ」,https://www.rad-ar.or.jp/siori/search/result?n=47109
カルボシステイン錠250mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=36740
カルボシステイン錠500mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=46949
カルボシステイン錠500mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=42802
カルボシステイン錠500mg「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=50480
カルボシステイン錠500mg「TCK」,https://www.rad-ar.or.jp/siori/search/result?n=44929
カルボシステイン錠500mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=35933
カルボシステイン錠500mg「ツルハラ」,https://www.rad-ar.or.jp/siori/search/result?n=46891
カルボシステイン錠500mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=36741
カルボシステインドライシロップ50％「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=50478
カルボシステインDS50%「タカタ」,https://www.rad-ar.or.jp/siori/search/result?n=34847
カルボシステインDS50%「ツルハラ」,https://www.rad-ar.or.jp/siori/search/result?n=49381
カルボプラチン注射液150mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=34950
カルボプラチン注射液450mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=34948
カルボプラチン注射液50mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=34949
カルボプラチン点滴静注液150mg「NK」,https://www.rad-ar.or.jp/siori/search/result?n=37593
カルボプラチン点滴静注液150mg「SW」,https://www.rad-ar.or.jp/siori/search/result?n=49609
カルボプラチン点滴静注液150mg「サンド」,https://www.rad-ar.or.jp/siori/search/result?n=30470
カルボプラチン点滴静注液450mg「NK」,https://www.rad-ar.or.jp/siori/search/result?n=37594
カルボプラチン点滴静注液450mg「SW」,https://www.rad-ar.or.jp/siori/search/result?n=49610
カルボプラチン点滴静注液450mg「サンド」,https://www.rad-ar.or.jp/siori/search/result?n=30471
カルボプラチン点滴静注液50mg「NK」,https://www.rad-ar.or.jp/siori/search/result?n=37433
カルボプラチン点滴静注液50mg「SW」,https://www.rad-ar.or.jp/siori/search/result?n=49164
カルボプラチン点滴静注液50mg「サンド」,https://www.rad-ar.or.jp/siori/search/result?n=30472
カルメロースナトリウム原末「マルイシ」,https://www.rad-ar.or.jp/siori/search/result?n=14763
カレトラ配合錠,https://www.rad-ar.or.jp/siori/search/result?n=37160
カレトラ配合内用液,https://www.rad-ar.or.jp/siori/search/result?n=37166
カログラ錠120mg,https://www.rad-ar.or.jp/siori/search/result?n=50353
カログラ錠120mg,https://www.rad-ar.or.jp/siori/search/result?n=50235
カロナール原末,https://www.rad-ar.or.jp/siori/search/result?n=41796
カロナール細粒20％,https://www.rad-ar.or.jp/siori/search/result?n=41710
カロナール細粒50％,https://www.rad-ar.or.jp/siori/search/result?n=41716
カロナール坐剤100,https://www.rad-ar.or.jp/siori/search/result?n=41798
カロナール坐剤200,https://www.rad-ar.or.jp/siori/search/result?n=41799
カロナール坐剤400,https://www.rad-ar.or.jp/siori/search/result?n=41800
カロナール坐剤小児用50,https://www.rad-ar.or.jp/siori/search/result?n=41797
カロナールシロップ2％,https://www.rad-ar.or.jp/siori/search/result?n=41790
カロナール錠200,https://www.rad-ar.or.jp/siori/search/result?n=41728
カロナール錠300,https://www.rad-ar.or.jp/siori/search/result?n=41718
カロナール錠500,https://www.rad-ar.or.jp/siori/search/result?n=41711
カロリールゼリー40.496%,https://www.rad-ar.or.jp/siori/search/result?n=18652
カンサイダス点滴静注用50mg,https://www.rad-ar.or.jp/siori/search/result?n=33026
カンサイダス点滴静注用70mg,https://www.rad-ar.or.jp/siori/search/result?n=33027
乾燥酵母エビオス,https://www.rad-ar.or.jp/siori/search/result?n=950
乾燥水酸化アルミニウムゲル細粒「ケンエー」,https://www.rad-ar.or.jp/siori/search/result?n=10016
乾燥まむしウマ抗毒素注射用6000単位「KMB」,https://www.rad-ar.or.jp/siori/search/result?n=51836
カンデサルタンOD錠12mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=39698
カンデサルタンOD錠12mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=40419
カンデサルタンOD錠2mg「サワイ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42421
カンデサルタンOD錠2mg「サワイ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42422
カンデサルタンOD錠2mg「トーワ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42368
カンデサルタンOD錠2mg「トーワ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42371
カンデサルタンOD錠4mg「サワイ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42428
カンデサルタンOD錠4mg「サワイ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42429
カンデサルタンOD錠4mg「トーワ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42369
カンデサルタンOD錠4mg「トーワ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42372
カンデサルタンOD錠8mg「サワイ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42430
カンデサルタンOD錠8mg「サワイ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42431
カンデサルタンOD錠8mg「トーワ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42370
カンデサルタンOD錠8mg「トーワ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42373
カンデサルタン錠12mg「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=39622
カンデサルタン錠12mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=40046
カンデサルタン錠12mg「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=49913
カンデサルタン錠12mg「YD」,https://www.rad-ar.or.jp/siori/search/result?n=40226
カンデサルタン錠12mg「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=39616
カンデサルタン錠12mg「オーハラ」,https://www.rad-ar.or.jp/siori/search/result?n=40122
カンデサルタン錠12mg「オーハラ」,https://www.rad-ar.or.jp/siori/search/result?n=51642
カンデサルタン錠12mg「杏林」,https://www.rad-ar.or.jp/siori/search/result?n=39657
カンデサルタン錠12mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=47246
カンデサルタン錠12mg「ケミファ」,https://www.rad-ar.or.jp/siori/search/result?n=40293
カンデサルタン錠12mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=39688
カンデサルタン錠12mg「サンド」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44569
カンデサルタン錠12mg「ゼリア」,https://www.rad-ar.or.jp/siori/search/result?n=39881
カンデサルタン錠12mg「武田テバ」,https://www.rad-ar.or.jp/siori/search/result?n=49663
カンデサルタン錠12mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=39552
カンデサルタン錠12mg「日新」,https://www.rad-ar.or.jp/siori/search/result?n=40015
カンデサルタン錠12mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=39871
カンデサルタン錠2mg「DSEP」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=52038
カンデサルタン錠2mg「DSEP」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=52132
カンデサルタン錠2mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=40043
カンデサルタン錠2mg「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=49910
カンデサルタン錠2mg「TCK」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42744
カンデサルタン錠2mg「TCK」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42745
カンデサルタン錠2mg「YD」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42415
カンデサルタン錠2mg「YD」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42418
カンデサルタン錠2mg「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=39613
カンデサルタン錠2mg「オーハラ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42489
カンデサルタン錠2mg「オーハラ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=51636
カンデサルタン錠2mg「オーハラ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42497
カンデサルタン錠2mg「オーハラ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=51637
カンデサルタン錠2mg「杏林」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42467
カンデサルタン錠2mg「杏林」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42470
カンデサルタン錠2mg「ケミファ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=52104
カンデサルタン錠2mg「ケミファ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44426
カンデサルタン錠2mg「ケミファ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=52105
カンデサルタン錠2mg「ケミファ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44429
カンデサルタン錠2mg「サワイ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42399
カンデサルタン錠2mg「サワイ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42402
カンデサルタン錠2mg「サンド」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44566
カンデサルタン錠2mg「サンド」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44521
カンデサルタン錠2mg「ゼリア」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44532
カンデサルタン錠2mg「ゼリア」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44529
カンデサルタン錠2mg「武田テバ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=49656
カンデサルタン錠2mg「武田テバ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=49657
カンデサルタン錠2mg「トーワ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42359
カンデサルタン錠2mg「トーワ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42362
カンデサルタン錠2mg「日新」,https://www.rad-ar.or.jp/siori/search/result?n=40009
カンデサルタン錠2mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=39868
カンデサルタン錠4mg「DSEP」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=52119
カンデサルタン錠4mg「DSEP」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=52133
カンデサルタン錠4mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=40044
カンデサルタン錠4mg「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=49911
カンデサルタン錠4mg「TCK」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42746
カンデサルタン錠4mg「TCK」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42747
カンデサルタン錠4mg「YD」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42416
カンデサルタン錠4mg「YD」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42419
カンデサルタン錠4mg「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=39614
カンデサルタン錠4mg「オーハラ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42498
カンデサルタン錠4mg「オーハラ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=51638
カンデサルタン錠4mg「オーハラ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=51639
カンデサルタン錠4mg「オーハラ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42499
カンデサルタン錠4mg「杏林」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42468
カンデサルタン錠4mg「杏林」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42471
カンデサルタン錠4mg「ケミファ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=52103
カンデサルタン錠4mg「ケミファ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44427
カンデサルタン錠4mg「ケミファ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44430
カンデサルタン錠4mg「ケミファ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=52106
カンデサルタン錠4mg「サワイ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42408
カンデサルタン錠4mg「サワイ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42410
カンデサルタン錠4mg「サンド」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44567
カンデサルタン錠4mg「サンド」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44522
カンデサルタン錠4mg「ゼリア」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44535
カンデサルタン錠4mg「ゼリア」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44536
カンデサルタン錠4mg「武田テバ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=49658
カンデサルタン錠4mg「武田テバ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=49664
カンデサルタン錠4mg「トーワ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42360
カンデサルタン錠4mg「トーワ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42363
カンデサルタン錠4mg「日新」,https://www.rad-ar.or.jp/siori/search/result?n=40012
カンデサルタン錠4mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=39869
カンデサルタン錠8mg「DSEP」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=52120
カンデサルタン錠8mg「DSEP」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=52134
カンデサルタン錠8mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=40045
カンデサルタン錠8mg「NIG」,https://www.rad-ar.or.jp/siori/search/result?n=49912
カンデサルタン錠8mg「TCK」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42748
カンデサルタン錠8mg「TCK」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42749
カンデサルタン錠8mg「YD」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42417
カンデサルタン錠8mg「YD」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42420
カンデサルタン錠8mg「あすか」,https://www.rad-ar.or.jp/siori/search/result?n=39615
カンデサルタン錠8mg「オーハラ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42500
カンデサルタン錠8mg「オーハラ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=51640
カンデサルタン錠8mg「オーハラ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=51641
カンデサルタン錠8mg「オーハラ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42501
カンデサルタン錠8mg「杏林」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42469
カンデサルタン錠8mg「杏林」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42472
カンデサルタン錠8mg「ケミファ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=52102
カンデサルタン錠8mg「ケミファ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44428
カンデサルタン錠8mg「ケミファ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44431
カンデサルタン錠8mg「ケミファ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=52107
カンデサルタン錠8mg「サワイ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42409
カンデサルタン錠8mg「サワイ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42411
カンデサルタン錠8mg「サンド」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44568
カンデサルタン錠8mg「サンド」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44523
カンデサルタン錠8mg「ゼリア」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=44541
カンデサルタン錠8mg「ゼリア」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=44542
カンデサルタン錠8mg「武田テバ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=49662
カンデサルタン錠8mg「武田テバ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=49665
カンデサルタン錠8mg「トーワ」［高血圧症］,https://www.rad-ar.or.jp/siori/search/result?n=42361
カンデサルタン錠8mg「トーワ」［心不全］,https://www.rad-ar.or.jp/siori/search/result?n=42364
カンデサルタン錠8mg「日新」,https://www.rad-ar.or.jp/siori/search/result?n=40014
カンデサルタン錠8mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=39870
冠動注用ミリスロール0.5mg/10mL,https://www.rad-ar.or.jp/siori/search/result?n=49914
カンレノ酸カリウム静注用100mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=42817
カンレノ酸カリウム静注用200mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=42837
ガーダシル水性懸濁筋注シリンジ,https://www.rad-ar.or.jp/siori/search/result?n=34378
ガザイバ点滴静注1000mg,https://www.rad-ar.or.jp/siori/search/result?n=45450
ガザイバ点滴静注1000mg,https://www.rad-ar.or.jp/siori/search/result?n=45516
ガスコン散10%,https://www.rad-ar.or.jp/siori/search/result?n=8406
ガスコン錠40mg,https://www.rad-ar.or.jp/siori/search/result?n=8244
ガスコン錠80mg,https://www.rad-ar.or.jp/siori/search/result?n=8245
ガスコンドロップ内用液2%,https://www.rad-ar.or.jp/siori/search/result?n=12215
ガスサール錠40mg,https://www.rad-ar.or.jp/siori/search/result?n=41520
ガスサール錠40mg,https://www.rad-ar.or.jp/siori/search/result?n=15287
ガスター散10％,https://www.rad-ar.or.jp/siori/search/result?n=45503
ガスター散2％,https://www.rad-ar.or.jp/siori/search/result?n=45504
ガスター錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=45502
ガスター錠20mg,https://www.rad-ar.or.jp/siori/search/result?n=45508
ガスターD錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=45506
ガスターD錠20mg,https://www.rad-ar.or.jp/siori/search/result?n=45505
ガスチーム散4万単位/g,https://www.rad-ar.or.jp/siori/search/result?n=41731
ガストローム顆粒66.7%,https://www.rad-ar.or.jp/siori/search/result?n=11869
ガスモチン散1%,https://www.rad-ar.or.jp/siori/search/result?n=16427
ガスモチン錠2.5mg,https://www.rad-ar.or.jp/siori/search/result?n=8291
ガスモチン錠5mg,https://www.rad-ar.or.jp/siori/search/result?n=8292
ガスロンN・OD錠2mg,https://www.rad-ar.or.jp/siori/search/result?n=11793
ガスロンN・OD錠4mg,https://www.rad-ar.or.jp/siori/search/result?n=16446
ガスロンN細粒0.8%,https://www.rad-ar.or.jp/siori/search/result?n=1096
ガスロンN錠2mg,https://www.rad-ar.or.jp/siori/search/result?n=1094
ガスロンN錠4mg,https://www.rad-ar.or.jp/siori/search/result?n=1095
ガチフロ点眼液0.3％,https://www.rad-ar.or.jp/siori/search/result?n=14534
ガニレスト皮下注0.25mgシリンジ,https://www.rad-ar.or.jp/siori/search/result?n=49379
ガバペンシロップ5％,https://www.rad-ar.or.jp/siori/search/result?n=47209
ガバペン錠200mg,https://www.rad-ar.or.jp/siori/search/result?n=47206
ガバペン錠300mg,https://www.rad-ar.or.jp/siori/search/result?n=47207
ガバペン錠400mg,https://www.rad-ar.or.jp/siori/search/result?n=47208
ガベキサートメシル酸塩注射用100mg「サワイ」［膵炎］,https://www.rad-ar.or.jp/siori/search/result?n=42974
ガベキサートメシル酸塩注射用100mg「サワイ」［汎発性血管内血液凝固症］,https://www.rad-ar.or.jp/siori/search/result?n=42975
ガベキサートメシル酸塩注射用100mg「タカタ」,https://www.rad-ar.or.jp/siori/search/result?n=45370
ガベキサートメシル酸塩注射用500mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=43020
ガベキサートメシル酸塩注射用500mg「タカタ」,https://www.rad-ar.or.jp/siori/search/result?n=45371
ガラフォルドカプセル123mg,https://www.rad-ar.or.jp/siori/search/result?n=45311
ガランターゼ散50%,https://www.rad-ar.or.jp/siori/search/result?n=52312
ガランタミンOD錠12mg「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=48044
ガランタミンOD錠12mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=47771
ガランタミンOD錠12mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=47775
ガランタミンOD錠12mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=48021
ガランタミンOD錠12mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=47574
ガランタミンOD錠12mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=48079
ガランタミンOD錠12mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=46420
ガランタミンOD錠12mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=47648
ガランタミンOD錠12mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=47855
ガランタミンOD錠4mg「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=48042
ガランタミンOD錠4mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=47760
ガランタミンOD錠4mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=47726
ガランタミンOD錠4mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=47535
ガランタミンOD錠4mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=48077
ガランタミンOD錠4mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=47561
ガランタミンOD錠4mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=46421
ガランタミンOD錠4mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=47646
ガランタミンOD錠4mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=47828
ガランタミンOD錠8mg「DSEP」,https://www.rad-ar.or.jp/siori/search/result?n=48043
ガランタミンOD錠8mg「JG」,https://www.rad-ar.or.jp/siori/search/result?n=47770
ガランタミンOD錠8mg「アメル」,https://www.rad-ar.or.jp/siori/search/result?n=47774
ガランタミンOD錠8mg「サワイ」,https://www.rad-ar.or.jp/siori/search/result?n=48020
ガランタミンOD錠8mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=48078
ガランタミンOD錠8mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=46422
ガランタミンOD錠8mg「トーワ」,https://www.rad-ar.or.jp/siori/search/result?n=47573
ガランタミンOD錠8mg「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=47647
ガランタミンOD錠8mg「ニプロ」,https://www.rad-ar.or.jp/siori/search/result?n=47854
ガランタミンOD錠12mg「YD」,https://www.rad-ar.or.jp/siori/search/result?n=48156
ガランタミンOD錠4mg「YD」,https://www.rad-ar.or.jp/siori/search/result?n=48153
ガランタミンOD錠8mg「YD」,https://www.rad-ar.or.jp/siori/search/result?n=48155
眼・耳科用リンデロンA軟膏,https://www.rad-ar.or.jp/siori/search/result?n=572
含嗽用ハチアズレ顆粒,https://www.rad-ar.or.jp/siori/search/result?n=10223
ガンマオリザノール細粒20%「ツルハラ」,https://www.rad-ar.or.jp/siori/search/result?n=52399
ガンマオリザノール錠50mg「ツルハラ」,https://www.rad-ar.or.jp/siori/search/result?n=49433
ガンマガード静注用2.5g,https://www.rad-ar.or.jp/siori/search/result?n=46348
ガンマガード静注用5g,https://www.rad-ar.or.jp/siori/search/result?n=46350
ガンマロン錠250mg,https://www.rad-ar.or.jp/siori/search/result?n=45928
キイトルーダ点滴静注100mg,https://www.rad-ar.or.jp/siori/search/result?n=45829
希塩酸「ケンエー」,https://www.rad-ar.or.jp/siori/search/result?n=17339
キサラタン点眼液0.005％,https://www.rad-ar.or.jp/siori/search/result?n=49566
キシリトール注10%「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=34809
キシリトール注20%「フソー」,https://www.rad-ar.or.jp/siori/search/result?n=34810
キックリンカプセル250mg,https://www.rad-ar.or.jp/siori/search/result?n=34251
キックリン顆粒86.2%,https://www.rad-ar.or.jp/siori/search/result?n=42895
キドパレン輸液,https://www.rad-ar.or.jp/siori/search/result?n=52090
キニジン硫酸塩錠100mg「VTRS」,https://www.rad-ar.or.jp/siori/search/result?n=49972
キネダック錠50mg,https://www.rad-ar.or.jp/siori/search/result?n=48943
キプレスOD錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=41971
キプレス細粒4mg,https://www.rad-ar.or.jp/siori/search/result?n=12578
キプレス錠10mg,https://www.rad-ar.or.jp/siori/search/result?n=13402
キプレス錠5mg,https://www.rad-ar.or.jp/siori/search/result?n=13205
キプレスチュアブル錠5mg,https://www.rad-ar.or.jp/siori/search/result?n=13535
キャブピリン配合錠,https://www.rad-ar.or.jp/siori/search/result?n=47782
キャベジンUコーワ錠25mg,https://www.rad-ar.or.jp/siori/search/result?n=15753
キャベジンUコーワ配合散,https://www.rad-ar.or.jp/siori/search/result?n=16661
キュービトル20％皮下注2g/10mL,https://www.rad-ar.or.jp/siori/search/result?n=51543
キュービトル20％皮下注4g/20mL,https://www.rad-ar.or.jp/siori/search/result?n=51555
キュービトル20％皮下注8g/40mL,https://www.rad-ar.or.jp/siori/search/result?n=51556
球形吸着炭細粒分包2g「日医工」,https://www.rad-ar.or.jp/siori/search/result?n=37474
球形吸着炭細粒「マイラン」,https://www.rad-ar.or.jp/siori/search/result?n=17753
球形吸着炭細粒「マイラン」,https://www.rad-ar.or.jp/siori/search/result?n=51454
吸水クリーム「ニッコー」,https://www.rad-ar.or.jp/siori/search/result?n=40483
キュバール100エアゾール,https://www.rad-ar.or.jp/siori/search/result?n=8629
キュバール50エアゾール,https://www.rad-ar.or.jp/siori/search/result?n=8628
キュビシン静注用350mg,https://www.rad-ar.or.jp/siori/search/result?n=34446
キョーリンAP2配合顆粒,https://www.rad-ar.or.jp/siori/search/result?n=16191
キョウニン水シオエ,https://www.rad-ar.or.jp/siori/search/result?n=14878
キョウニン水「マルイシ」,https://www.rad-ar.or.jp/siori/search/result?n=9359
キョウニン水＜ハチ＞,https://www.rad-ar.or.jp/siori/search/result?n=11127
キョウニン水「ケンエー」,https://www.rad-ar.or.jp/siori/search/result?n=17336
キョウベリン錠100,https://www.rad-ar.or.jp/siori/search/result?n=12017
強力ネオミノファーゲンシーP静注20mL,https://www.rad-ar.or.jp/siori/search/result?n=30558
強力ネオミノファーゲンシー静注20mL,https://www.rad-ar.or.jp/siori/search/result?n=30559
強力ネオミノファーゲンシー静注5mL,https://www.rad-ar.or.jp/siori/search/result?n=30560
強力ネオミノファーゲンシー静注シリンジ20mL,https://www.rad-ar.or.jp/siori/search/result?n=30561
強力ネオミノファーゲンシー静注シリンジ40mL,https://www.rad-ar.or.jp/siori/search/result?n=30562
強力ポステリザン（軟膏）,https://www.rad-ar.or.jp/siori/search/result?n=8055
強力レスタミンコーチゾンコーワ軟膏,https://www.rad-ar.or.jp/siori/search/result?n=285
希ヨードチンキ「ケンエー」,https://www.rad-ar.or.jp/siori/search/result?n=10243
希ヨードチンキ「コザカイ・M」,https://www.rad-ar.or.jp/siori/search/result?n=37997
キロサイドN注1g,https://www.rad-ar.or.jp/siori/search/result?n=30090
キロサイドN注400mg,https://www.rad-ar.or.jp/siori/search/result?n=30091
キロサイド注100mg,https://www.rad-ar.or.jp/siori/search/result?n=30092
キロサイド注200mg,https://www.rad-ar.or.jp/siori/search/result?n=30093
キロサイド注20mg,https://www.rad-ar.or.jp/siori/search/result?n=30094
キロサイド注40mg,https://www.rad-ar.or.jp/siori/search/result?n=30095
キロサイド注60mg,https://www.rad-ar.or.jp/siori/search/result?n=30096
キンダベート軟膏0.05％,https://www.rad-ar.or.jp/siori/search/result?n=11409
キンダリー透析剤2E,https://www.rad-ar.or.jp/siori/search/result?n=34945
キンダリー透析剤3E,https://www.rad-ar.or.jp/siori/search/result?n=35214
